id,name,summary,listing_url,picture_url,host_id,neighbourhood,street,zipcode,latitude,longitude,room_type,amenities,price,extra_people,minimum_nights,calculated_host_listings_count,availability_365
47100,Très Charming in Fabulous Richmond,"As Melbourne's longest-running host, I pride myself on value, communication and comfort. I go out of my way to make sure each booking is seamless. Quality linen, beautiful furniture and in an excellent location. This apartment has charm, style and everything you'd need for a fantastic stay, whether it's for business, leisure or a romantic getaway. This cosy little flat has hosted 600+ people from all over the world and absolutely loved it!",https://www.airbnb.com/rooms/47100,https://a0.muscache.com/im/pictures/433369/d1a6ed28_original.jpg?aki_policy=large,212071,Yarra,"Richmond, Victoria, Australia",3121,-37.81804,145.00442,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""No stairs or steps to enter"",""Wide entrance"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""No stairs or steps to enter"",""Wide entryway"",""Hot water kettle""}",98,$30.00 ,14,4,16
50492,St Kilda CENTRAL LUXE 2BR+PRIVATE COURTYARDS+WIFI,"Absolute SUPER CENTRAL LOCATION in hip and cool beachside St Kilda! Stunning designer 2 courtyards garden apartment in a small boutique block of only 4 apartments, located minutes to cafes, restaurants, night life, shopping, grocery stores, beach, Albert Park Lake, trams, and Melbourne City Centre.",https://www.airbnb.com/rooms/50492,https://a0.muscache.com/im/pictures/14714594/c5cbfa09_original.jpg?aki_policy=large,50121,Port Phillip,"St Kilda, Victoria, Australia",3182,-37.86127,144.98038,Entire home/apt,"{TV,Internet,Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Long term stays allowed""}",189,$29.00 ,2,17,6
51592,Central City Warehouse Apartment,"Absolutely in the centre of Melbourne, this converted, open-plan warehouse is full of natural light and character. Easy walking distance to all points in the city as well as Southbank, Docklands, Carlton and Fitzroy. One of a kind laneway experience. Parties, events and gatherings of any kind are not permitted.",https://www.airbnb.com/rooms/51592,https://a0.muscache.com/im/pictures/443738/e6125cf3_original.jpg?aki_policy=large,190879,Melbourne,"Melbourne, Victoria, Australia",3000,-37.81486,144.96267,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",249,$40.00 ,2,1,353
62606,A Room Near the Park,"There is one double bed in this room in a house with  five bedrooms.  The other furniture  is a desk and desk chair, a side table, chest of drawers mirror and a clothes rack. The room is s mall but simple and would suit a couple for a short stay.",https://www.airbnb.com/rooms/62606,https://a0.muscache.com/im/pictures/10389033/d310caad_original.jpg?aki_policy=large,277353,Bayside,"Melbourne, Victoria, Australia",3187,-37.92817,145.02518,Private room,"{TV,Internet,Wifi,Kitchen,""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer}",40,$11.00 ,2,3,365
66754,Richmond CITY EDGE 60s COOL 1BR+WIFI+AC,"LOCATION! LOCATION! LOCATION! Right in the heart of Richmond, this fully renovated apartment is within walking distance of Bridge Road and Swan Street cafes, restaurants, grocery stores, night life, trams and endless shopping! And The MCG is only minutes walk away! The perfect base for lifestyle and exploring Cool inner City Richmond and beyond!",https://www.airbnb.com/rooms/66754,https://a0.muscache.com/im/pictures/1022fac1-e28a-4b48-82cf-0958dea66efa.jpg?aki_policy=large,50121,Yarra,"Richmond, Victoria, Australia",3121,-37.82092,144.99384,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",138,$0.00 ,2,17,170
67211,"Kew Tranquility, Melbourne",No summary,https://www.airbnb.com/rooms/67211,https://a0.muscache.com/im/pictures/7b6d8c6d-a73e-4fb4-bc26-8467778fc128.jpg?aki_policy=large,326880,Boroondara,"Kew, Victoria, Australia",3101,-37.8037,145.03396,Private room,"{TV,Wifi,Kitchen,""Paid parking off premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Wide entrance for guests"",""Well-lit path to entrance""}",45,$0.00 ,2,1,340
68036,Classic Fitzroy Terrace (w/ cat) - walk to Tennis,"A cosy, expansive house in a fantastic neighbourhood within walking distance of the city centre and the Australian Open tennis. Does require some sporadic cat interaction.",https://www.airbnb.com/rooms/68036,https://a0.muscache.com/im/pictures/be11d3b0-af6b-45fe-9b1a-acd12726ccf1.jpg?aki_policy=large,336319,Yarra,"Fitzroy, Victoria, Australia",3065,-37.80312,144.9766,Entire home/apt,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",160,$0.00 ,5,1,343
68411,Large Bayside suburban house,"Ideal location for a family - close to the beach, great local community, only 20 minutes to the City.",https://www.airbnb.com/rooms/68411,https://a0.muscache.com/im/pictures/429046/b592f51c_original.jpg?aki_policy=large,334095,Bayside,"Hampton, Victoria, Australia",3188,-37.93206,145.0146,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,""Hair dryer"",Iron,""Laptop friendly workspace""}",299,$0.00 ,1,1,0
68482,Charming house inner Melbourne,"This is a great neighbourhood – it is quiet, yet close enough to the city and to so many things such as parks, hip bars and cafés, walking and bicycle trails etc.",https://www.airbnb.com/rooms/68482,https://a0.muscache.com/im/pictures/429739/0572f960_original.jpg?aki_policy=large,59786,Darebin,"Thornbury, Victoria, Australia",3071,-37.75861,144.98928,Entire home/apt,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",140,$30.00 ,5,3,0
69421,"Pet Friendly Warm Apmt , Clifton Hill, Melbourne","ParkSide Stay is an elegant modern fully furnished apartment that is situated alongside wonderful parklands...The apartment is well maintained with large windows opening to a private sunny enclosed private courtyard garden.  The parklands  are fabulous for recreational use, whether bicyling, dog walking, walking or just sitting in and relaxing.  Restaurants, coffee shops, great shopping are minutes from the apartment...neighborhood friendly and welcoming.  Public transport close by, car parking",https://www.airbnb.com/rooms/69421,https://a0.muscache.com/im/pictures/54488658/cc3460b9_original.jpg?aki_policy=large,347754,Yarra,"Clifton Hill, Victoria, Australia",3068,-37.78784,145.00548,Entire home/apt,"{TV,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",""translation missing: en.hosting_amenity_49""}",180,$50.00 ,2,1,365
70004,King Single in Beautiful House,"Light filled spacious room with walk in robe (great for that extra luggage).  Room is stylishly decorated with desk, lamp, side tables. Roll down security o/side blinds to keep the room cool (on hot days) or dark (for sleeping in  getting over jetlag",https://www.airbnb.com/rooms/70004,https://a0.muscache.com/im/pictures/103597629/b837f184_original.jpg?aki_policy=large,193031,Frankston,"Frankston, Victoria, Australia",3199,-38.14931,145.1419,Private room,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Lake access""}",59,$0.00 ,4,6,330
70328,AWESOME BEACH HOUSE BnB -,"Large private bedroom, queen bed, OWN ENSUITE BATHROOM, 2 double wardrobes, wifi, office desk, in safe quiet neighbourhood, includes CONTINENTAL BREAKFAST Shared kitchen. Guests have their own lounge, TV and gas fireplace. Modern home,  close to all amenities, 1 block to stunning beach, 2 minutes walk to cafes, train station, and beach walks. CDB 35 min by train.  Ideal for solo travellers, couples or business travellers.",https://www.airbnb.com/rooms/70328,https://a0.muscache.com/im/pictures/449183/88578e3d_original.jpg?aki_policy=large,356006,Kingston,"Mordialloc, Victoria, Australia",3195,-38.00546,145.08541,Private room,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}",71,$20.00 ,1,1,253
72576,"Stunning Fitzroy, own level + bathroom.  No Ikea!","Welcome to Little George, a light-filled 3 level home in vibrant Fitzroy filled with comfy furnishings and vintage touches.   With Fitzroy's almost 100 cafes, restaurants, live music venues, cocktail bars and pubs you have chosen a wonderful area to stay in.  This is an award winning Kerstin Thompson house and has been my home for 17 years.  I love living here - I hope you'll enjoy visiting, it's nice to have you!",https://www.airbnb.com/rooms/72576,https://a0.muscache.com/im/pictures/8891601/ac12a57e_original.jpg?aki_policy=large,376675,Yarra,"Fitzroy, Victoria, Australia",3065,-37.80689,144.97946,Private room,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed""}",110,$10.00 ,2,2,150
74548,City Location-Perfect for Singles,No summary,https://www.airbnb.com/rooms/74548,https://a0.muscache.com/im/pictures/514828/3974e7f2_original.jpg?aki_policy=large,392505,Melbourne,"Melbourne, Victoria, Australia",3000,-37.8155,144.95894,Private room,"{TV,Wifi,Pool,Kitchen,""Smoking allowed"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",69,$0.00 ,2,1,287
74715,"Northcote, A Classic in Melbourne","A relaxed Californian bungalow with a mature garden. Your room is large with high decorative ceilings. With access to kitchen facilities and your own bathroom, this is just the space you need to settle into while you explore the surrounding areas.",https://www.airbnb.com/rooms/74715,https://a0.muscache.com/im/pictures/558553/f8a7cbdb_original.jpg?aki_policy=large,392594,Darebin,"Northcote, Victoria, Australia",3070,-37.77258,145.00994,Private room,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Children’s books and toys"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""No stairs or steps to enter"",""Extra space around bed"",""No stairs or steps to enter"",""No stairs or steps to enter""}",65,$15.00 ,2,2,80
74959,Blissful Beachside Port Melbourne Warehouse,"Your own stylish, spacious bedroom and bathroom - plus shared use of the whole house - in a large, lofty, one-of-a-kind town home carved out of a 150-year-old landmark factory building. Ideally located in trendy Port Melbourne, with easy parking right out front. Just half a block from the beach - 3 blocks to ferry & cruise departures or the local tram stop - and 10 easy minutes by tram to the heart of Melbourne.  Whole house occasionally available. Pls enquire.",https://www.airbnb.com/rooms/74959,https://a0.muscache.com/im/pictures/ad4795fa-b5c0-4518-af91-f2a79df9019e.jpg?aki_policy=large,395864,Port Phillip,"Port Melbourne, Victoria, Australia",3207,-37.84028,144.93595,Private room,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Pets allowed"",Gym,""Pets live on this property"",Dog(s),""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Wide entrance for guests"",""Wide entrance"",""Extra space around bed"",""Accessible-height bed"",""Wide entryway"",""Host greets you"",""Full kitchen""}",95,$0.00 ,2,1,331
75109,"❤ Safe, Cosy Oasis 10 km from CBD ❤","Warm, relaxed home away from home!  If you want the comfort and privacy and conveniences of a true family home…PLUS friendly relaxed hosts AND the confidence a 100+ positive reviews offer, then you should definitely check us  out :-)",https://www.airbnb.com/rooms/75109,https://a0.muscache.com/im/pictures/1099de78-4138-4480-b880-94315bbc507b.jpg?aki_policy=large,397569,Hobsons Bay,"Newport, Victoria, Australia",3015,-37.83821,144.87827,Private room,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",50,$15.00 ,2,4,8
76867,"City's edge Penthouse - private bath, views!","No cleaning fees. Private room ideal for solos or couples. Queen size bed, TV, fast WiFi, Netflix and a private bathroom in a central, quiet, secure top floor apartment.  Ducted A/C & heating throughout.  Tram stop and IGA supermarket 40 metres from the door.",https://www.airbnb.com/rooms/76867,https://a0.muscache.com/im/pictures/29210015/fe7e2646_original.jpg?aki_policy=large,410806,Port Phillip,"South Melbourne, Victoria, Australia",3205,-37.83229,144.96845,Private room,"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Gym,Breakfast,Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Beach essentials"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""No stairs or steps to enter"",""Wide entryway""}",85,$20.00 ,2,1,261
78143,2 bedrooms-ideal for friends/family,"Very comfortable modern, house in quiet, leafy environment with easy access to local shops and all public transport-bus,tram,train and access to freeways for country driving.",https://www.airbnb.com/rooms/78143,https://a0.muscache.com/im/pictures/5196319/9d975b21_original.jpg?aki_policy=large,419767,Stonnington,"Prahran, Victoria, Australia",3181,-37.8531,144.99012,Private room,"{TV,Wifi,Pool,Gym,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Garden or backyard""}",98,$20.00 ,2,1,334
80986,Richmond CENTRAL PARK EDGE 1BR +PARKING+WIFI,"ABSOLUTE SUPER CENTRAL RICHMOND LOCATION! Walk to hip and happening Bridge Road cafes, restaurants and nightlife. Enjoy the local park, swimming pool and the Fabulous Gleadell Street Weekend Farmers' Market for fresh off the farm produce! Also within walking distance, gourmet groceries, supermarkets and trams that whisk you into Melbourne City Centre within minutes!",https://www.airbnb.com/rooms/80986,https://a0.muscache.com/im/pictures/62786959/9a71b6ce_original.jpg?aki_policy=large,50121,Yarra,"Richmond, Victoria, Australia",3121,-37.81639,145.00262,Entire home/apt,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Long term stays allowed""}",120,$0.00 ,2,17,169
86369,"Sunny 1950s Apartment, St Kilda East 
Longer stays","Greyfriars is an iconic apartment block with a beautiful central garden, a car park and our sunny 1950s renovated one bedroom flat. Green views from living and bedroom, a cute separate kitchen and a retro bathroom.  Walk to shops, tram to city. Your pied-a-terre in vibrant Melbourne.",https://www.airbnb.com/rooms/86369,https://a0.muscache.com/im/pictures/11571260/86f9189b_original.jpg?aki_policy=large,246509,Glen Eira,"Saint Kilda East, Victoria, Australia",3183,-37.86971,145.00662,Entire home/apt,"{TV,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout""}",99,$25.00 ,21,1,259
108032,Studio apartment on Collins Street,"Boutique city living in the centre of the city. Art Nouveau features, historic heritage building and modern class. This 4th floor apartment is moments away from Bourke Street shopping, the Emporium, Federation Square, theatres, bars, cafes, trams(free in the CBD) and Flinders Street Station. Quiet entry in Manchester Lane.",https://www.airbnb.com/rooms/108032,https://a0.muscache.com/im/pictures/44cc8a49-f81e-435a-a72c-7af86cd3998c.jpg?aki_policy=large,559227,Melbourne,"Melbourne, Victoria, Australia",3000,-37.81639,144.96652,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",Heating,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}",140,$50.00 ,2,1,313
111001,Double Guest Room Ensuited,We are a registered accommodation provider and use professionally laundered linen and the building meets all fire regulations. Newly purpose built guest room with private bathroom.,https://www.airbnb.com/rooms/111001,https://a0.muscache.com/im/pictures/9649cf32-de3c-4bf9-93dc-6e0cd207480c.jpg?aki_policy=large,569413,Port Phillip,"South Melbourne, Victoria, Australia",3205,-37.83739,144.96637,Private room,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""No stairs or steps to enter"",""Wide entrance for guests"",""Flat path to guest entrance"",""Well-lit path to entrance"",""No stairs or steps to enter"",""Wide entrance"",""Extra space around bed"",""No stairs or steps to enter"",""Wide doorway to guest bathroom"",""Accessible-height toilet"",""Wide entryway"",""Host greets you"",""Handheld shower head"",""Fixed grab bars for shower"",""Fixed grab bars for toilet"",""Roll-in shower"",""Shower chair""}",81,$0.00 ,2,16,360
120487,Garden Bungalow with the Possums,"The Garden Bungalow was this year fully booked by former guests from mid January until the 12th May, 2018 .  I apologise to my lovely regulars who have been unable to book with me.  Now everything back to normal and we are open for business again.  Henry and I await your company!",https://www.airbnb.com/rooms/120487,https://a0.muscache.com/im/pictures/b6011298-a2c2-4925-9daa-f7b1a71cbe2a.jpg?aki_policy=large,606393,Kingston,"Parkdale, Victoria, Australia",3195,-37.99107,145.07643,Entire home/apt,"{TV,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Breakfast,""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water""}",89,$20.00 ,2,2,302
133617,Life style on the Beach 豪华的海边生活,"Furnished apmt situated  3.5 Km from CBD, and surrounded by parks, shops, cafes and pubs on Bay St. Trams and buses are close by.  Indoor swimming pool, gym, sauna and tennis court in this landmark ,5-start resort complex is under 24⁄7 security.The whole apartment will be available from 20/May for 6 months or longer. Not only the master bedroom with ensuite and 2nd room also will be available if need.  Please contact the host to discuss the details.",https://www.airbnb.com/rooms/133617,https://a0.muscache.com/im/pictures/916120/09c922df_original.jpg?aki_policy=large,646383,Port Phillip,"Port Melbourne, Victoria, Australia",3207,-37.84317,144.94031,Entire home/apt,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Beach essentials"",Waterfront,Beachfront}",120,$10.00 ,30,2,5
136510,Private Room,"Nice perfect room for the smart traveler. Here in Parkville, we are close to the city and easy access to the airport. you will enjoy a 25 meter heated pool, BBQ area, and professional GYM room. Parkville is an inner suburb of Melbourne, 3 km north of Melbourne's Central Business District. You have lots of public transport close by and Melbourne University and Hospitals. Parks and beautiful areas for visitors.",https://www.airbnb.com/rooms/136510,https://a0.muscache.com/im/pictures/6baabcff-e9a3-4fb7-a76f-61ad57204179.jpg?aki_policy=large,668249,Melbourne,"Parkville, Victoria, Australia",3052,-37.77919,144.94041,Private room,"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Gym,""Pets live on this property"",Cat(s),Elevator,""Free street parking"",""Indoor fireplace"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide entrance for guests"",""Disabled parking spot"",""No stairs or steps to enter"",""Extra space around bed"",""Accessible-height bed"",""No stairs or steps to enter"",""Accessible-height toilet"",""No stairs or steps to enter"",""Wide entryway"",""Host greets you""}",44,$8.00 ,1,1,0
144236,"Lux Apartment, Australian Open",No summary,https://www.airbnb.com/rooms/144236,https://a0.muscache.com/im/pictures/23070808/091945c3_original.jpg?aki_policy=large,699180,Melbourne,"Melbourne, Victoria, Australia",3004,-37.84499,144.97929,Private room,"{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer}",245,$45.00 ,2,1,365
150729,"Fabulous Fitzroy, gorgeous Gertrude St.   No Ikea!","Welcome to Little George, a light-filled 3 level home in vibrant Fitzroy filled with comfy furnishings and vintage touches.   With Fitzroy's almost 100 cafes, restaurants, live music venues, cocktail bars and pubs you have chosen a wonderful area to stay in.  This is an award winning Kerstin Thompson house and has been my home for 17 years.  I love living here - I hope you'll enjoy visiting, it's nice to have you!",https://www.airbnb.com/rooms/150729,https://a0.muscache.com/im/pictures/8920696/9dc05a24_original.jpg?aki_policy=large,376675,Yarra,"Fitzroy, Victoria, Australia",3065,-37.80508,144.97942,Private room,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed""}",89,$10.00 ,2,2,52
